Gmt time,Open,High,Low,Close,Volume
03.01.2021 22:00:00.000,1.22396,1.2242,1.22296,1.22333,1705.192
03.01.2021 23:00:00.000,1.22331,1.22527,1.22304,1.225,5284.27
04.01.2021 00:00:00.000,1.22499,1.22499,1.22385,1.22407,7339.5698
04.01.2021 01:00:00.000,1.22408,1.22556,1.22397,1.22525,9449.9805
04.01.2021 02:00:00.000,1.22524,1.22584,1.22494,1.22538,7680.4102
04.01.2021 03:00:00.000,1.2254,1.22577,1.22485,1.22549,6843.4102
04.01.2021 04:00:00.000,1.2255,1.2255,1.22436,1.22488,5499.1099
04.01.2021 05:00:00.000,1.22489,1.22593,1.22413,1.22551,5951.1001
04.01.2021 06:00:00.000,1.22553,1.22577,1.2242,1.22562,8112.8599
04.01.2021 07:00:00.000,1.22562,1.22688,1.22538,1.22637,10517.9297
04.01.2021 08:00:00.000,1.22637,1.22861,1.2262,1.2281,11921.4805
04.01.2021 09:00:00.000,1.22811,1.23005,1.2279,1.22933,11447.4502
04.01.2021 10:00:00.000,1.22934,1.22997,1.22897,1.22922,10943.3799
04.01.2021 11:00:00.000,1.22922,1.22994,1.22912,1.2293,9543.4902
04.01.2021 12:00:00.000,1.2293,1.2306,1.2287,1.23032,10203.8096
04.01.2021 13:00:00.000,1.23032,1.23051,1.22862,1.22986,13642.6104
04.01.2021 14:00:00.000,1.22988,1.23096,1.22836,1.22892,20412.1992
04.01.2021 15:00:00.000,1.22892,1.22908,1.22602,1.22716,23141.4902
04.01.2021 16:00:00.000,1.22716,1.22773,1.22524,1.22535,21008.6094
04.01.2021 17:00:00.000,1.22535,1.22611,1.225,1.2253,15549.4199
04.01.2021 18:00:00.000,1.2253,1.22566,1.22424,1.22509,12468.4004
04.01.2021 19:00:00.000,1.22507,1.22523,1.22437,1.2252,7416.2798
04.01.2021 20:00:00.000,1.22519,1.22521,1.22413,1.2249,8287.9404
04.01.2021 21:00:00.000,1.22491,1.22522,1.22416,1.22473,3497.8701
04.01.2021 22:00:00.000,1.22463,1.22526,1.22432,1.22504,956.6437
04.01.2021 23:00:00.000,1.22503,1.22534,1.2247,1.22525,2770.8899
05.01.2021 00:00:00.000,1.22525,1.22569,1.2247,1.22555,4991.7798
05.01.2021 01:00:00.000,1.22555,1.22629,1.22548,1.22569,5583.2798
05.01.2021 02:00:00.000,1.2257,1.22729,1.22569,1.22704,4958.8198
05.01.2021 03:00:00.000,1.22704,1.22767,1.22675,1.22729,6002.71
05.01.2021 04:00:00.000,1.22727,1.22727,1.22659,1.22689,5584.1699
05.01.2021 05:00:00.000,1.22689,1.22733,1.22671,1.22724,4781.6602
05.01.2021 06:00:00.000,1.22724,1.22743,1.22665,1.22694,5906.3701
05.01.2021 07:00:00.000,1.22694,1.2271,1.22552,1.22581,10244.1504
05.01.2021 08:00:00.000,1.22581,1.22787,1.22581,1.22742,13317.7002
05.01.2021 09:00:00.000,1.22741,1.22839,1.22684,1.22722,9543.1396
05.01.2021 10:00:00.000,1.22722,1.22842,1.22714,1.22771,8227.2598
05.01.2021 11:00:00.000,1.2277,1.22906,1.22766,1.2283,7670
05.01.2021 12:00:00.000,1.22828,1.22846,1.22658,1.22724,10628.6396
05.01.2021 13:00:00.000,1.22723,1.22759,1.22603,1.22625,11700.5596
05.01.2021 14:00:00.000,1.22625,1.22784,1.2259,1.2264,14044.9297
05.01.2021 15:00:00.000,1.22643,1.22825,1.22538,1.22754,19397.5
05.01.2021 16:00:00.000,1.22754,1.22966,1.2273,1.22946,15158.9902
05.01.2021 17:00:00.000,1.22945,1.23052,1.22926,1.22993,10969.7695
05.01.2021 18:00:00.000,1.22993,1.23048,1.22925,1.22932,7757.8999
05.01.2021 19:00:00.000,1.22934,1.23038,1.22897,1.23035,6297.7598
05.01.2021 20:00:00.000,1.23032,1.23056,1.22927,1.22936,5427.4751
05.01.2021 21:00:00.000,1.22937,1.22991,1.22894,1.22957,1650.035
05.01.2021 22:00:00.000,1.22946,1.23018,1.22925,1.22962,702.13
05.01.2021 23:00:00.000,1.22963,1.23016,1.22946,1.22984,3021.5801
06.01.2021 00:00:00.000,1.22985,1.23261,1.22919,1.23088,9950.1602
06.01.2021 01:00:00.000,1.23089,1.23152,1.2281,1.22891,19321.6895
06.01.2021 02:00:00.000,1.22892,1.22936,1.22766,1.22787,9267.6602
06.01.2021 03:00:00.000,1.22786,1.22952,1.22755,1.22857,9191.6904
06.01.2021 04:00:00.000,1.22856,1.23064,1.22835,1.22917,10345.7803
06.01.2021 05:00:00.000,1.22915,1.23057,1.22915,1.22965,6872.3301
06.01.2021 06:00:00.000,1.22965,1.23218,1.22965,1.23164,7200.9302
06.01.2021 07:00:00.000,1.23163,1.23452,1.23123,1.23394,16277.2695
06.01.2021 08:00:00.000,1.23398,1.23403,1.2322,1.23245,16465.8398
06.01.2021 09:00:00.000,1.23245,1.23389,1.23206,1.23382,15038.8096
06.01.2021 10:00:00.000,1.23381,1.23442,1.2333,1.23381,11723.2695
06.01.2021 11:00:00.000,1.23381,1.23491,1.23334,1.23374,10040.9297
06.01.2021 12:00:00.000,1.23373,1.23494,1.23298,1.23401,10813.9502
06.01.2021 13:00:00.000,1.23397,1.23448,1.23166,1.23194,13698.0801
06.01.2021 14:00:00.000,1.23194,1.23206,1.22923,1.23094,24677.1191
06.01.2021 15:00:00.000,1.23093,1.23176,1.22752,1.22822,17904.3301
06.01.2021 16:00:00.000,1.22821,1.22925,1.22655,1.22896,15327.5996
06.01.2021 17:00:00.000,1.22897,1.23041,1.22852,1.22988,6733.4399
06.01.2021 18:00:00.000,1.22985,1.23174,1.22963,1.23099,6189.02
06.01.2021 19:00:00.000,1.23101,1.2316,1.22976,1.23068,13330.8096
06.01.2021 20:00:00.000,1.23067,1.23398,1.23067,1.23237,12752.0801
06.01.2021 21:00:00.000,1.23238,1.23312,1.23217,1.23239,3669.4451
06.01.2021 22:00:00.000,1.23247,1.23306,1.23226,1.23276,570.8715
06.01.2021 23:00:00.000,1.23275,1.23398,1.23266,1.23382,2467.3899
07.01.2021 00:00:00.000,1.23384,1.23443,1.23299,1.23324,6092.5498
07.01.2021 01:00:00.000,1.23324,1.2337,1.23282,1.23303,6419.6899
07.01.2021 02:00:00.000,1.23305,1.23323,1.23187,1.23245,6459.1802
