Gmt time,Open,High,Low,Close,Volume
01.01.2016 00:00:00.000,1.08564,1.08564,1.08564,1.08564,0
02.01.2016 00:00:00.000,1.08564,1.08564,1.08564,1.08564,0
03.01.2016 00:00:00.000,1.08730,1.08730,1.08451,1.08516,5557.5801
04.01.2016 00:00:00.000,1.08515,1.09463,1.07812,1.08237,193941.5156
05.01.2016 00:00:00.000,1.08239,1.08388,1.07107,1.07502,203779.4688
06.01.2016 00:00:00.000,1.07503,1.07993,1.07148,1.07766,225000.4375
07.01.2016 00:00:00.000,1.07766,1.09401,1.07710,1.09255,248091.8125
08.01.2016 00:00:00.000,1.09255,1.09299,1.08033,1.09235,225739.5938
09.01.2016 00:00:00.000,1.09235,1.09235,1.09235,1.09235,0
10.01.2016 00:00:00.000,1.09172,1.09697,1.09172,1.09371,12790.0098
11.01.2016 00:00:00.000,1.09371,1.09454,1.08479,1.08563,205385.1563
12.01.2016 00:00:00.000,1.08562,1.09002,1.08197,1.08430,238659.4688
13.01.2016 00:00:00.000,1.08430,1.08885,1.08049,1.08853,260915.4063
14.01.2016 00:00:00.000,1.08854,1.09432,1.08346,1.08570,283523.5625
15.01.2016 00:00:00.000,1.08570,1.09846,1.08563,1.09150,302146.4375
16.01.2016 00:00:00.000,1.09150,1.09150,1.09150,1.09150,0
17.01.2016 00:00:00.000,1.09218,1.09276,1.09073,1.09183,11951.04
18.01.2016 00:00:00.000,1.09183,1.09237,1.08689,1.08925,190438.875
19.01.2016 00:00:00.000,1.08925,1.09389,1.08595,1.09105,275003.375
20.01.2016 00:00:00.000,1.09106,1.09760,1.08732,1.08746,322863.2188
21.01.2016 00:00:00.000,1.08745,1.09210,1.07780,1.08580,363617.8438
22.01.2016 00:00:00.000,1.08581,1.08629,1.07892,1.07947,335113.9063
23.01.2016 00:00:00.000,1.07947,1.07947,1.07947,1.07947,0
24.01.2016 00:00:00.000,1.07913,1.07977,1.07893,1.07971,6192.8901
25.01.2016 00:00:00.000,1.07970,1.08569,1.07899,1.08524,281230.1563
26.01.2016 00:00:00.000,1.08523,1.08743,1.08187,1.08617,286050.5625
27.01.2016 00:00:00.000,1.08616,1.09164,1.08507,1.09020,306419.4375
28.01.2016 00:00:00.000,1.09020,1.09676,1.08697,1.09352,318400.5938
29.01.2016 00:00:00.000,1.09353,1.09485,1.08100,1.08300,340410.4688
30.01.2016 00:00:00.000,1.08300,1.08300,1.08300,1.08300,0
31.01.2016 00:00:00.000,1.08310,1.08340,1.08147,1.08253,9524.0703
01.02.2016 00:00:00.000,1.08253,1.09128,1.08242,1.08958,288716.5938
02.02.2016 00:00:00.000,1.08957,1.09399,1.08924,1.09184,289006.9688
03.02.2016 00:00:00.000,1.09187,1.11455,1.09038,1.10929,357748.4688
04.02.2016 00:00:00.000,1.10928,1.12389,1.10696,1.11994,377078.5625
05.02.2016 00:00:00.000,1.11994,1.12470,1.11088,1.11561,322812.9063
06.02.2016 00:00:00.000,1.11561,1.11561,1.11561,1.11561,0
07.02.2016 00:00:00.000,1.11420,1.11486,1.11417,1.11434,12227.9902
08.02.2016 00:00:00.000,1.11434,1.12159,1.10865,1.11890,356181.4688
09.02.2016 00:00:00.000,1.11890,1.13379,1.11624,1.12880,400677.7813
10.02.2016 00:00:00.000,1.12880,1.13115,1.11606,1.12838,417243.3438
11.02.2016 00:00:00.000,1.12839,1.13762,1.12741,1.13159,412261.4375
12.02.2016 00:00:00.000,1.13161,1.13338,1.12141,1.12532,340865.2813
13.02.2016 00:00:00.000,1.12532,1.12532,1.12532,1.12532,0
14.02.2016 00:00:00.000,1.12347,1.12499,1.12156,1.12232,12506.25
